ROAD_CLASS,DISTRICT,LATITUDE,LONGITUDE,ACCLOC,TRAFFCTL,VISIBILITY,LIGHT,RDSFCOND,ACCLASS,INVTYPE,INVAGE,INJURY,PEDESTRIAN,CYCLIST,AUTOMOBILE,MOTORCYCLE,TRUCK,TRSN_CITY_VEH,EMERG_VEH,PASSENGER,SPEEDING,AG_DRIV,REDLIGHT,ALCOHOL,DISABILITY,HOOD_158
Collector,Etobicoke York,43.738645,-79.60759,At Intersection,Stop Sign,Clear,Daylight,Dry,Non-Fatal Injury,Passenger,60 to 79,Minor,No,No,Yes,No,No,No,No,Yes,No,Yes,No,No,No,1
Collector,North York,43.781245,-79.43289,At Intersection,Stop Sign,Clear,Daylight,Dry,Fatal,Passenger,60 to 79,Major,No,No,Yes,No,No,No,No,Yes,Yes,Yes,No,Yes,No,36
Minor Arterial,Scarborough,43.804445,-79.22419,Other,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian,40 to 59,Major,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,145
Minor Arterial,Toronto and East York,43.643445,-79.39129,At Intersection,Traffic Signal,Not Clear,Daylight,Wet,Non-Fatal Injury,Driver,20 to 39,Major,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,164
Major Arterial,Toronto and East York,43.657445,-79.39979,Other,No Control,Not Clear,Dark,Wet,Non-Fatal Injury,Vehicle Owner,unknown,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,78
Other,Etobicoke York,43.617745,-79.52689,Other,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Driver,20 to 39,Minimal,No,No,Yes,No,No,No,No,Yes,Yes,Yes,No,No,No,160
Collector,Etobicoke York,43.738645,-79.60759,At Intersection,Stop Sign,Clear,Daylight,Dry,Non-Fatal Injury,Driver,20 to 39,Minor,No,No,Yes,No,No,No,No,Yes,No,Yes,No,No,No,1
Major Arterial,Scarborough,43.731445,-79.27119,At Intersection,Traffic Signal,Clear,Dawn,Wet,Non-Fatal Injury,Driver,40 to 59,Minimal,No,No,Yes,No,No,No,No,Yes,No,Yes,No,No,No,125
Minor Arterial,Etobicoke York,43.617445,-79.49889,Other,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian,60 to 79,Major,Yes,No,Yes,No,No,No,No,No,No,Yes,No,No,No,160
Collector,North York,43.781245,-79.43289,At Intersection,Stop Sign,Clear,Daylight,Dry,Fatal,Driver,60 to 79,Minor,No,No,Yes,No,No,No,No,Yes,Yes,Yes,No,Yes,No,36
Collector,North York,43.781245,-79.43289,At Intersection,Stop Sign,Clear,Daylight,Dry,Fatal,Passenger,20 to 39,Minor,No,No,Yes,No,No,No,No,Yes,Yes,Yes,No,Yes,No,36
Minor Arterial,Toronto and East York,43.643445,-79.39129,At Intersection,Traffic Signal,Not Clear,Daylight,Wet,Non-Fatal Injury,Driver,20 to 39,Minimal,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,164
Major Arterial,Toronto and East York,43.657445,-79.39979,Other,No Control,Not Clear,Dark,Wet,Non-Fatal Injury,Driver,40 to 59,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,78
Major Arterial,Toronto and East York,43.642545,-79.42719,At Intersection,Traffic Signal,Not Clear,Daylight,Dry,Non-Fatal Injury,Driver,20 to 39,Major,No,No,Yes,Yes,No,No,No,No,Yes,Yes,No,No,No,84
Collector,Scarborough,43.769045,-79.23759,Other,No Control,Clear,Dark,Dry,Fatal,Passenger,20 to 39,Major,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,142
Major Arterial,Toronto and East York,43.647245,-79.40389,At Intersection,No Control,Clear,Daylight,Wet,Fatal,Pedestrian,unknown,Fatal,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,78
Major Arterial,Toronto and East York,43.687545,-79.40189,Other,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Driver,20 to 39,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,Yes,96
Major Arterial,Toronto and East York,43.647245,-79.40389,At Intersection,No Control,Clear,Daylight,Wet,Fatal,Vehicle Owner,unknown,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,78
Collector,North York,43.717645,-79.33409,Other,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Passenger,60 to 79,Major,No,No,Yes,No,No,No,No,Yes,No,Yes,No,No,No,44
Minor Arterial,Scarborough,43.800445,-79.19069,Other,No Control,Not Clear,Daylight,Wet,Non-Fatal Injury,Driver,20 to 39,Major,No,No,Yes,No,No,No,No,No,Yes,Yes,No,No,No,144
Major Arterial,Toronto and East York,43.657445,-79.39979,Other,No Control,Not Clear,Dark,Wet,Non-Fatal Injury,Pedestrian,40 to 59,Major,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,78
Minor Arterial,Scarborough,43.800445,-79.19069,Other,No Control,Not Clear,Daylight,Wet,Non-Fatal Injury,Other,unknown,No,No,No,Yes,No,No,No,No,No,Yes,Yes,No,No,No,144
Collector,North York,43.781245,-79.43289,At Intersection,Stop Sign,Clear,Daylight,Dry,Fatal,Passenger,20 to 39,Fatal,No,No,Yes,No,No,No,No,Yes,Yes,Yes,No,Yes,No,36
Major Arterial,Toronto and East York,43.642545,-79.42719,At Intersection,Traffic Signal,Not Clear,Daylight,Dry,Non-Fatal Injury,Driver,60 to 79,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes,No,No,No,84
Major Arterial,Toronto and East York,43.687545,-79.40189,Other,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Driver,40 to 59,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,Yes,96
Collector,Scarborough,43.769045,-79.23759,Other,No Control,Clear,Dark,Dry,Fatal,Driver,20 to 39,Fatal,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,142
Major Arterial,Toronto and East York,43.647245,-79.40389,At Intersection,No Control,Clear,Daylight,Wet,Fatal,Driver,40 to 59,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,78
Collector,North York,43.717645,-79.33409,Other,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Driver,60 to 79,Minor,No,No,Yes,No,No,No,No,Yes,No,Yes,No,No,No,44
Major Arterial,Toronto and East York,43.655745,-79.38379,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Passenger,20 to 39,Minor,Yes,No,Yes,No,No,No,No,Yes,No,Yes,No,No,No,170
Major Arterial,Etobicoke York,43.697045,-79.54669,At Intersection,Traffic Signal,Not Clear,Daylight,Wet,Non-Fatal Injury,Passenger,0 to 19,Major,No,No,Yes,Yes,No,No,No,Yes,No,Yes,No,No,No,6
Collector,North York,43.781245,-79.43289,At Intersection,Stop Sign,Clear,Daylight,Dry,Fatal,Driver,20 to 39,Major,No,No,Yes,No,No,No,No,Yes,Yes,Yes,No,Yes,No,36
Major Arterial,Scarborough,43.776445,-79.23179,At Intersection,Traffic Signal,Not Clear,Dawn,Wet,Non-Fatal Injury,Driver,20 to 39,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,142
Minor Arterial,North York,43.765745,-79.40909,Other,Other,Clear,Dark,Dry,Fatal,Driver,40 to 59,No,Yes,No,Yes,No,No,No,No,No,No,Yes,No,No,No,151
Collector,Scarborough,43.769045,-79.23759,Other,No Control,Clear,Dark,Dry,Fatal,Other,unknown,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,142
Major Arterial,Toronto and East York,43.687545,-79.40189,Other,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Driver,20 to 39,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,Yes,96
Collector,North York,43.717645,-79.33409,Other,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Driver,40 to 59,No,No,No,Yes,No,No,No,No,Yes,No,Yes,No,No,No,44
Major Arterial,Toronto and East York,43.655745,-79.38379,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Driver,20 to 39,No,Yes,No,Yes,No,No,No,No,Yes,No,Yes,No,No,No,170
Major Arterial,Etobicoke York,43.697045,-79.54669,At Intersection,Traffic Signal,Not Clear,Daylight,Wet,Non-Fatal Injury,Driver,0 to 19,Major,No,No,Yes,Yes,No,No,No,Yes,No,Yes,No,No,No,6
Minor Arterial,Toronto and East York,43.675845,-79.40749,At Intersection,Stop Sign,Clear,Daylight,Dry,Non-Fatal Injury,Passenger,40 to 59,Major,No,No,Yes,No,No,No,No,Yes,No,Yes,No,No,No,96
Major Arterial,Scarborough,43.776445,-79.23179,At Intersection,Traffic Signal,Not Clear,Dawn,Wet,Non-Fatal Injury,Pedestrian,20 to 39,Major,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,142
Minor Arterial,North York,43.765745,-79.40909,Other,Other,Clear,Dark,Dry,Fatal,Pedestrian,40 to 59,Fatal,Yes,No,Yes,No,No,No,No,No,No,Yes,No,No,No,151
Collector,Scarborough,43.769045,-79.23759,Other,No Control,Clear,Dark,Dry,Fatal,Other,unknown,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,142
Major Arterial,Etobicoke York,43.710445,-79.53489,Other,Other,Other,Dark,Other,Non-Fatal Injury,Driver,20 to 39,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,23
Major Arterial,Etobicoke York,43.697045,-79.54669,At Intersection,Traffic Signal,Not Clear,Daylight,Wet,Non-Fatal Injury,Driver,20 to 39,No,No,No,Yes,Yes,No,No,No,Yes,No,Yes,No,No,No,6
Minor Arterial,Toronto and East York,43.675845,-79.40749,At Intersection,Stop Sign,Clear,Daylight,Dry,Non-Fatal Injury,Passenger,20 to 39,Minimal,No,No,Yes,No,No,No,No,Yes,No,Yes,No,No,No,96
Major Arterial,Toronto and East York,43.655745,-79.38379,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Driver,40 to 59,Minimal,Yes,No,Yes,No,No,No,No,Yes,No,Yes,No,No,No,170
Major Arterial,Etobicoke York,43.600845,-79.50469,Other,No Control,Clear,Dark,Dry,Non-Fatal Injury,Passenger,20 to 39,Minor,No,No,Yes,No,No,No,No,Yes,No,No,No,No,Yes,18
Major Arterial,Etobicoke York,43.706645,-79.50479,At Intersection,Traffic Signal,Not Clear,Daylight,Wet,Non-Fatal Injury,Driver,40 to 59,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,28
Major Arterial,Toronto and East York,43.687545,-79.40189,Other,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Driver,40 to 59,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,Yes,96
Major Arterial,Etobicoke York,43.738945,-79.57619,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Driver,40 to 59,No,Yes,No,Yes,No,No,No,No,No,No,Yes,Yes,No,No,3
Major Arterial,Etobicoke York,43.710445,-79.53489,Other,Other,Other,Dark,Other,Non-Fatal Injury,Pedestrian,unknown,Major,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,23
Major Arterial,Toronto and East York,43.655745,-79.38379,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Other,unknown,No,Yes,No,Yes,No,No,No,No,Yes,No,Yes,No,No,No,170
Major Arterial,Etobicoke York,43.600845,-79.50469,Other,No Control,Clear,Dark,Dry,Non-Fatal Injury,Driver,60 to 79,Major,No,No,Yes,No,No,No,No,Yes,No,No,No,No,Yes,18
Major Arterial,Etobicoke York,43.697045,-79.54669,At Intersection,Traffic Signal,Not Clear,Daylight,Wet,Non-Fatal Injury,Driver,unknown,No,No,No,Yes,Yes,No,No,No,Yes,No,Yes,No,No,No,6
Major Arterial,Toronto and East York,43.687545,-79.40189,Other,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Driver,60 to 79,Major,No,No,Yes,No,No,No,No,Yes,No,No,No,No,Yes,96
Major Arterial,Etobicoke York,43.738945,-79.57619,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian,60 to 79,Major,Yes,No,Yes,No,No,No,No,No,No,Yes,Yes,No,No,3
Major Arterial,Etobicoke York,43.706645,-79.50479,At Intersection,Traffic Signal,Not Clear,Daylight,Wet,Non-Fatal Injury,Vehicle Owner,unknown,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,28
Minor Arterial,Toronto and East York,43.675845,-79.40749,At Intersection,Stop Sign,Clear,Daylight,Dry,Non-Fatal Injury,Driver,20 to 39,No,No,No,Yes,No,No,No,No,Yes,No,Yes,No,No,No,96
Major Arterial,Etobicoke York,43.710345,-79.53479,At Intersection,No Control,Clear,Dark,Dry,Non-Fatal Injury,Driver,20 to 39,Minimal,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,23
Major Arterial,Etobicoke York,43.600845,-79.50469,Other,No Control,Clear,Dark,Dry,Non-Fatal Injury,Vehicle Owner,unknown,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,Yes,18
Major Arterial,Toronto and East York,43.689445,-79.34879,At Intersection,Traffic Signal,Not Clear,Daylight,Wet,Non-Fatal Injury,Driver,60 to 79,No,Yes,No,Yes,No,No,No,No,No,No,Yes,No,No,No,58
Major Arterial,Toronto and East York,43.687545,-79.40189,Other,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Passenger,20 to 39,Minimal,No,No,Yes,No,No,No,No,Yes,No,No,No,No,Yes,96
Major Arterial,Scarborough,43.783045,-79.289287,Other,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Vehicle Owner,unknown,No,Yes,No,No,No,No,Yes,No,No,No,Yes,No,No,No,118
Major Arterial,Etobicoke York,43.706645,-79.50479,At Intersection,Traffic Signal,Not Clear,Daylight,Wet,Non-Fatal Injury,Driver,20 to 39,Minor,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,28
Minor Arterial,Toronto and East York,43.675845,-79.40749,At Intersection,Stop Sign,Clear,Daylight,Dry,Non-Fatal Injury,Driver,20 to 39,No,No,No,Yes,No,No,No,No,Yes,No,Yes,No,No,No,96
Major Arterial,Etobicoke York,43.710345,-79.53479,At Intersection,No Control,Clear,Dark,Dry,Non-Fatal Injury,Pedestrian,20 to 39,Major,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,23
Major Arterial,Toronto and East York,43.689445,-79.34879,At Intersection,Traffic Signal,Not Clear,Daylight,Wet,Non-Fatal Injury,Pedestrian,over 79,Major,Yes,No,Yes,No,No,No,No,No,No,Yes,No,No,No,58
Major Arterial,North York,43.783745,-79.41659,Other,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Driver,20 to 39,Major,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,36
Major Arterial,Toronto and East York,43.655745,-79.38379,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian,60 to 79,Major,Yes,No,Yes,No,No,No,No,Yes,No,Yes,No,No,No,170
Major Arterial,Etobicoke York,43.600845,-79.50469,Other,No Control,Clear,Dark,Dry,Non-Fatal Injury,Vehicle Owner,unknown,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,Yes,18
Major Arterial,Scarborough,43.783045,-79.289287,Other,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Driver,60 to 79,No,Yes,No,No,No,No,Yes,No,No,No,Yes,No,No,No,118
Major Arterial,Etobicoke York,43.706645,-79.50479,At Intersection,Traffic Signal,Not Clear,Daylight,Wet,Non-Fatal Injury,Passenger,0 to 19,Major,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,28
Major Arterial,Toronto and East York,43.687545,-79.40189,Other,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Driver,20 to 39,Minimal,No,No,Yes,No,No,No,No,Yes,No,No,No,No,Yes,96
Major Arterial,North York,43.740845,-79.34449,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Vehicle Owner,unknown,No,Yes,No,Yes,No,No,No,No,No,No,Yes,No,No,No,42
Major Arterial,Toronto and East York,43.635445,-79.44079,Other,No Control,Not Clear,Dark,Wet,Non-Fatal Injury,Passenger,20 to 39,Minor,No,No,Yes,No,No,No,No,Yes,Yes,Yes,No,No,No,85
Major Arterial,Toronto and East York,43.647545,-79.40219,Other,No Control,Not Clear,Dark,Wet,Non-Fatal Injury,Driver,40 to 59,No,Yes,No,No,No,Yes,No,No,No,No,No,No,Yes,No,164
Major Arterial,Scarborough,43.783045,-79.289287,Other,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian,over 79,Major,Yes,No,No,No,No,Yes,No,No,No,Yes,No,No,No,118
Major Arterial,Scarborough,43.822445,-79.31229,Other,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Driver,40 to 59,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,116
Major Arterial,North York,43.783745,-79.41659,Other,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Driver,20 to 39,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,36
Minor Arterial,Toronto and East York,43.660045,-79.47999,At Intersection,Traffic Signal,Clear,Daylight,Wet,Non-Fatal Injury,Driver,20 to 39,No,Yes,No,Yes,No,No,No,No,No,No,Yes,No,No,No,88
Local,Etobicoke York,43.751345,-79.56569,Other,No Control,Clear,Dark,Dry,Non-Fatal Injury,Other,unknown,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,21
Major Arterial,North York,43.740845,-79.34449,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Driver,60 to 79,No,Yes,No,Yes,No,No,No,No,No,No,Yes,No,No,No,42
Major Arterial,Toronto and East York,43.647545,-79.40219,Other,No Control,Not Clear,Dark,Wet,Non-Fatal Injury,Vehicle Owner,unknown,No,Yes,No,No,No,Yes,No,No,No,No,No,No,Yes,No,164
Major Arterial,Toronto and East York,43.635445,-79.44079,Other,No Control,Not Clear,Dark,Wet,Non-Fatal Injury,Driver,20 to 39,Major,No,No,Yes,No,No,No,No,Yes,Yes,Yes,No,No,No,85
Major Arterial,North York,43.722745,-79.49939,Other,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Driver,20 to 39,Major,No,No,Yes,Yes,No,No,No,No,No,Yes,No,No,No,154
Major Arterial,Scarborough,43.822445,-79.31229,Other,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian,60 to 79,Major,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,116
Minor Arterial,Toronto and East York,43.660045,-79.47999,At Intersection,Traffic Signal,Clear,Daylight,Wet,Non-Fatal Injury,Pedestrian,over 79,Major,Yes,No,Yes,No,No,No,No,No,No,Yes,No,No,No,88
Local,Etobicoke York,43.751345,-79.56569,Other,No Control,Clear,Dark,Dry,Non-Fatal Injury,Driver,0 to 19,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,21
Major Arterial,North York,43.740845,-79.34449,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian,over 79,Major,Yes,No,Yes,No,No,No,No,No,No,Yes,No,No,No,42
Major Arterial,Toronto and East York,43.647545,-79.40219,Other,No Control,Not Clear,Dark,Wet,Non-Fatal Injury,Pedestrian,40 to 59,Major,Yes,No,No,No,Yes,No,No,No,No,No,No,Yes,No,164
Major Arterial,Toronto and East York,43.635445,-79.44079,Other,No Control,Not Clear,Dark,Wet,Non-Fatal Injury,Vehicle Owner,unknown,No,No,No,Yes,No,No,No,No,Yes,Yes,Yes,No,No,No,85
Major Arterial,North York,43.722745,-79.49939,Other,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Driver,60 to 79,No,No,No,Yes,Yes,No,No,No,No,No,Yes,No,No,No,154
Major Arterial,North York,43.726345,-79.39639,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian,20 to 39,Major,Yes,No,Yes,No,No,No,No,Yes,No,Yes,No,No,No,103
Major Arterial,Toronto and East York,43.688945,-79.38989,At Intersection,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,Passenger,40 to 59,Minor,No,No,Yes,No,No,No,No,Yes,No,Yes,No,No,No,98
Major Arterial,Scarborough,43.801445,-79.31869,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Vehicle Owner,unknown,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,148
Local,Etobicoke York,43.751345,-79.56569,Other,No Control,Clear,Dark,Dry,Non-Fatal Injury,Pedestrian,0 to 19,Major,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,21
Major Arterial,Etobicoke York,43.643045,-79.53079,Other,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,Vehicle Owner,unknown,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,159
Major Arterial,Scarborough,43.801445,-79.31869,At Intersection,Traffic Signal,Not Clear,Daylight,Wet,Non-Fatal Injury,Driver,40 to 59,Major,No,No,Yes,No,No,No,No,No,Yes,Yes,No,No,No,148
Major Arterial,North York,43.722245,-79.41559,At Intersection,Traffic Signal,Not Clear,Dark,Wet,Non-Fatal Injury,Passenger,20 to 39,Minimal,No,No,Yes,No,No,Yes,No,Yes,No,Yes,Yes,No,No,39
Major Arterial,North York,43.726345,-79.39639,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Passenger,0 to 19,No,Yes,No,Yes,No,No,No,No,Yes,No,Yes,No,No,No,103
Major Arterial,Toronto and East York,43.639645,-79.45669,Other,No Control,Not Clear,Dark,Dry,Non-Fatal Injury,Driver,20 to 39,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,87
Major Arterial,Toronto and East York,43.688945,-79.38989,At Intersection,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,Driver,40 to 59,Minor,No,No,Yes,No,No,No,No,Yes,No,Yes,No,No,No,98
Major Arterial,Scarborough,43.801445,-79.31869,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Driver,40 to 59,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,148
Major Arterial,Toronto and East York,43.650945,-79.39729,Other,No Control,Clear,Daylight,Dry,Fatal,Vehicle Owner,unknown,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,78
Major Arterial,Etobicoke York,43.643045,-79.53079,Other,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,Driver,40 to 59,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,159
Major Arterial,North York,43.722245,-79.41559,At Intersection,Traffic Signal,Not Clear,Dark,Wet,Non-Fatal Injury,Vehicle Owner,unknown,No,No,No,Yes,No,No,Yes,No,Yes,No,Yes,Yes,No,No,39
Major Arterial,Toronto and East York,43.650945,-79.39729,Other,No Control,Clear,Daylight,Dry,Fatal,Driver,20 to 39,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,78
Major Arterial,Scarborough,43.801445,-79.31869,At Intersection,Traffic Signal,Not Clear,Daylight,Wet,Non-Fatal Injury,Driver,40 to 59,Minor,No,No,Yes,No,No,No,No,No,Yes,Yes,No,No,No,148
Major Arterial,Toronto and East York,43.639645,-79.45669,Other,No Control,Not Clear,Dark,Dry,Non-Fatal Injury,Pedestrian,40 to 59,Major,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,87
Major Arterial,Scarborough,43.801445,-79.31869,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Vehicle Owner,unknown,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,148
Major Arterial,North York,43.726345,-79.39639,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Driver,20 to 39,No,Yes,No,Yes,No,No,No,No,Yes,No,Yes,No,No,No,103
Major Arterial,Scarborough,43.801445,-79.31869,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian,20 to 39,Major,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,148
Major Arterial,Toronto and East York,43.688945,-79.38989,At Intersection,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,Driver,40 to 59,Major,No,No,Yes,No,No,No,No,Yes,No,Yes,No,No,No,98
Major Arterial,Etobicoke York,43.643045,-79.53079,Other,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,Pedestrian,60 to 79,Major,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,159
Major Arterial,North York,43.722245,-79.41559,At Intersection,Traffic Signal,Not Clear,Dark,Wet,Non-Fatal Injury,Driver,20 to 39,Major,No,No,Yes,No,No,Yes,No,Yes,No,Yes,Yes,No,No,39
Major Arterial,Toronto and East York,43.650945,-79.39729,Other,No Control,Clear,Daylight,Dry,Fatal,Pedestrian,over 79,Fatal,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,78
Major Arterial,Scarborough,43.821845,-79.31499,Other,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Vehicle Owner,unknown,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,NSA
Major Arterial,Toronto and East York,43.688945,-79.38989,At Intersection,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,Driver,40 to 59,No,No,No,Yes,No,No,No,No,Yes,No,Yes,No,No,No,98
Major Arterial,Toronto and East York,43.689445,-79.34879,At Intersection,Traffic Signal,Clear,Daylight,Wet,Non-Fatal Injury,Driver,40 to 59,No,Yes,No,Yes,No,No,No,No,No,No,Yes,No,No,No,58
Major Arterial,Scarborough,43.741145,-79.214465,At Intersection,Stop Sign,Not Clear,Daylight,Wet,Non-Fatal Injury,Vehicle Owner,unknown,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,139
Major Arterial,Scarborough,43.690745,-79.26609,At Intersection,Stop Sign,Clear,Daylight,Dry,Non-Fatal Injury,Driver,60 to 79,Major,No,No,Yes,Yes,No,No,No,No,No,Yes,No,No,No,122
Major Arterial,North York,43.722245,-79.41559,At Intersection,Traffic Signal,Not Clear,Dark,Wet,Non-Fatal Injury,Vehicle Owner,unknown,No,No,No,Yes,No,No,Yes,No,Yes,No,Yes,Yes,No,No,39
Major Arterial,Scarborough,43.821845,-79.31499,Other,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Driver,40 to 59,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,NSA
Major Arterial,Etobicoke York,43.708145,-79.59119,Other,No Control,Clear,Dark,Dry,Non-Fatal Injury,Driver,20 to 39,Minimal,No,No,Yes,No,Yes,No,No,No,Yes,Yes,No,No,No,1
Minor Arterial,Scarborough,43.732245,-79.25709,At Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Vehicle Owner,unknown,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,124
Major Arterial,North York,43.754845,-79.36039,Other,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Driver,40 to 59,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,40
Major Arterial,Scarborough,43.741145,-79.214465,At Intersection,Stop Sign,Not Clear,Daylight,Wet,Non-Fatal Injury,Driver,60 to 79,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,139
Major Arterial,Toronto and East York,43.689445,-79.34879,At Intersection,Traffic Signal,Clear,Daylight,Wet,Non-Fatal Injury,Pedestrian,over 79,Major,Yes,No,Yes,No,No,No,No,No,No,Yes,No,No,No,58
Major Arterial,Scarborough,43.741145,-79.214465,At Intersection,Stop Sign,Not Clear,Daylight,Wet,Non-Fatal Injury,Passenger,60 to 79,Major,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,139
Major Arterial,Scarborough,43.690745,-79.26609,At Intersection,Stop Sign,Clear,Daylight,Dry,Non-Fatal Injury,Driver,60 to 79,No,No,No,Yes,Yes,No,No,No,No,No,Yes,No,No,No,122
